country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_range,pollutant_avg_norm
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2025-10-10 18:00:00,26.2028636,91.70046436,NH3,5.0,5.0,5.0,0.0,0.013333333333333334
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2025-10-10 18:00:00,26.2028636,91.70046436,OZONE,6.0,20.0,15.0,14.0,0.04666666666666667
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2025-10-10 18:00:00,26.10887,91.589544,PM10,20.0,500.0,60.0,480.0,0.19666666666666666
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2025-10-10 18:00:00,26.10887,91.589544,OZONE,15.0,17.0,16.0,2.0,0.05
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2025-10-10 18:00:00,26.1875,91.744194,SO2,42.0,79.0,54.0,37.0,0.17666666666666667
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2025-10-10 18:00:00,26.1875,91.744194,CO,16.0,60.0,22.0,44.0,0.07
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2025-10-10 18:00:00,26.1875,91.744194,OZONE,18.0,18.0,18.0,0.0,0.056666666666666664
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2025-10-10 18:00:00,26.181742,91.78063,PM2.5,43.0,166.0,82.0,123.0,0.27
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2025-10-10 18:00:00,26.181742,91.78063,PM10,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2025-10-10 18:00:00,26.349082,92.68449,NO2,1.0,1.0,1.0,0.0,0.0
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2025-10-10 18:00:00,26.349082,92.68449,OZONE,9.0,9.0,9.0,0.0,0.02666666666666667
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",2025-10-10 18:00:00,11.654054,92.734055,OZONE,5.0,32.0,16.0,27.0,0.05
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2025-10-10 18:00:00,16.5150833,80.5181667,CO,9.0,41.0,18.0,32.0,0.056666666666666664
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2025-10-10 18:00:00,14.675886,77.593027,CO,32.0,54.0,46.0,22.0,0.15
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2025-10-10 18:00:00,14.675886,77.593027,OZONE,9.0,16.0,15.0,7.0,0.04666666666666667
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2025-10-10 18:00:00,14.465052,78.824187,PM2.5,50.0,52.0,50.0,2.0,0.16333333333333333
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2025-10-10 18:00:00,14.465052,78.824187,NH3,2.0,3.0,2.0,1.0,0.0033333333333333335
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2025-10-10 18:00:00,26.0881305,87.93840336,NH3,2.0,3.0,3.0,1.0,0.006666666666666667
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2025-10-10 18:00:00,26.63086,84.90051,PM2.5,38.0,45.0,41.0,7.0,0.13333333333333333
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2025-10-10 18:00:00,25.376776,86.471523,PM2.5,18.0,58.0,37.0,40.0,0.12
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2025-10-10 18:00:00,25.376776,86.471523,PM10,15.0,45.0,28.0,30.0,0.09
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-10-10 18:00:00,26.1403345,85.3650192,PM10,41.0,48.0,47.0,7.0,0.15333333333333332
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-10-10 18:00:00,26.1403345,85.3650192,NH3,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-10-10 18:00:00,26.1403345,85.3650192,SO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2025-10-10 18:00:00,25.586562,85.043586,SO2,9.0,14.0,11.0,5.0,0.03333333333333333
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2025-10-10 18:00:00,25.586562,85.043586,CO,24.0,58.0,31.0,34.0,0.1
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2025-10-10 18:00:00,25.610369,85.132568,PM2.5,34.0,116.0,67.0,82.0,0.22
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2025-10-10 18:00:00,25.610369,85.132568,SO2,1.0,24.0,16.0,23.0,0.05
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2025-10-10 18:00:00,25.619651,85.147382,PM2.5,48.0,59.0,52.0,11.0,0.17
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2025-10-10 18:00:00,25.619651,85.147382,CO,36.0,69.0,50.0,33.0,0.16333333333333333
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2025-10-10 18:00:00,25.619651,85.147382,OZONE,4.0,40.0,34.0,36.0,0.11
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2025-10-10 18:00:00,26.446912,91.439057,SO2,13.0,21.0,20.0,8.0,0.06333333333333334
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2025-10-10 18:00:00,26.987634,94.636574,PM2.5,17.0,39.0,27.0,22.0,0.08666666666666667
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2025-10-10 18:00:00,26.146529,87.454184,NO2,6.0,79.0,24.0,73.0,0.07666666666666666
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-10-10 18:00:00,25.5626095,84.663264,PM2.5,28.0,30.0,29.0,2.0,0.09333333333333334
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-10-10 18:00:00,25.5626095,84.663264,NO2,5.0,9.0,7.0,4.0,0.02
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2025-10-10 18:00:00,16.554731,80.64911,SO2,9.0,18.0,14.0,9.0,0.043333333333333335
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2025-10-10 18:00:00,16.554731,80.64911,CO,12.0,28.0,18.0,16.0,0.056666666666666664
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2025-10-10 18:00:00,17.72,83.3,CO,10.0,61.0,24.0,51.0,0.07666666666666666
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2025-10-10 18:00:00,26.071318,91.87488,PM2.5,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2025-10-10 18:00:00,24.792403,84.992416,SO2,15.0,16.0,16.0,1.0,0.05
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2025-10-10 18:00:00,24.762518,84.982348,PM10,30.0,88.0,46.0,58.0,0.15
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2025-10-10 18:00:00,25.697189,85.2459,NH3,5.0,11.0,8.0,6.0,0.023333333333333334
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2025-10-10 18:00:00,25.560083,87.553265,NH3,1.0,1.0,1.0,0.0,0.0
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",2025-10-10 18:00:00,25.251013,86.989001,CO,12.0,16.0,14.0,4.0,0.043333333333333335
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2025-10-10 18:00:00,25.56752,83.966379,NO2,5.0,10.0,9.0,5.0,0.02666666666666667
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2025-10-10 18:00:00,24.7955,84.9994,NO2,7.0,9.0,9.0,2.0,0.02666666666666667
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2025-10-10 18:00:00,24.7955,84.9994,CO,34.0,63.0,48.0,29.0,0.15666666666666668
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2025-10-10 18:00:00,24.75746,84.366208,PM2.5,5.0,20.0,11.0,15.0,0.03333333333333333
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2025-10-10 18:00:00,24.75746,84.366208,NO2,7.0,8.0,8.0,1.0,0.023333333333333334
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2025-10-10 18:00:00,26.80365,84.51954,OZONE,24.0,31.0,29.0,7.0,0.09333333333333334
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",2025-10-10 18:00:00,13.67,79.35,SO2,3.0,4.0,3.0,1.0,0.006666666666666667
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2025-10-10 18:00:00,13.615387,79.40923,PM2.5,51.0,268.0,83.0,217.0,0.2733333333333333
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2025-10-10 18:00:00,21.258815,81.578979,PM10,43.0,114.0,72.0,71.0,0.23666666666666666
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2025-10-10 18:00:00,21.258815,81.578979,NH3,4.0,5.0,5.0,1.0,0.013333333333333334
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2025-10-10 18:00:00,21.258815,81.578979,SO2,11.0,19.0,13.0,8.0,0.04
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2025-10-10 18:00:00,21.219665,81.630094,NO2,10.0,36.0,19.0,26.0,0.06
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2025-10-10 18:00:00,21.219665,81.630094,NH3,2.0,2.0,2.0,0.0,0.0033333333333333335
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2025-10-10 18:00:00,21.237755,81.705301,NO2,7.0,13.0,9.0,6.0,0.02666666666666667
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",2025-10-10 18:00:00,21.371751,81.664929,NO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",2025-10-10 18:00:00,21.371751,81.664929,NH3,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",2025-10-10 18:00:00,21.371751,81.664929,SO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2025-10-10 18:00:00,22.06631475,83.33820077,PM2.5,20.0,48.0,32.0,28.0,0.10333333333333333
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2025-10-10 18:00:00,22.06631475,83.33820077,NO2,9.0,51.0,17.0,42.0,0.05333333333333334
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2025-10-10 18:00:00,22.06631475,83.33820077,NH3,1.0,2.0,2.0,1.0,0.0033333333333333335
India,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-10-10 18:00:00,28.815329,77.15301,SO2,2.0,8.0,4.0,6.0,0.01
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-10-10 18:00:00,28.695381,77.181665,PM2.5,63.0,163.0,111.0,100.0,0.36666666666666664
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-10-10 18:00:00,28.695381,77.181665,NO2,13.0,45.0,30.0,32.0,0.09666666666666666
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-10-10 18:00:00,28.4706914,77.1099364,NO2,15.0,22.0,18.0,7.0,0.056666666666666664
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2025-10-10 18:00:00,25.596727,85.085624,NO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2025-10-10 18:00:00,25.596727,85.085624,CO,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",2025-10-10 18:00:00,25.366336,87.117468,CO,1.0,54.0,21.0,53.0,0.06666666666666667
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2025-10-10 18:00:00,25.0328,85.41948,PM10,81.0,98.0,88.0,17.0,0.29
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2025-10-10 18:00:00,25.0328,85.41948,CO,80.0,101.0,86.0,21.0,0.2833333333333333
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2025-10-10 18:00:00,25.0328,85.41948,OZONE,29.0,33.0,32.0,4.0,0.10333333333333333
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2025-10-10 18:00:00,25.892357,86.590325,PM10,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2025-10-10 18:00:00,25.892357,86.590325,OZONE,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-10-10 18:00:00,28.6811736,77.3025234,PM2.5,101.0,283.0,225.0,182.0,0.7466666666666667
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-10-10 18:00:00,28.6811736,77.3025234,CO,30.0,64.0,57.0,34.0,0.18666666666666668
India,Delhi,Delhi,"ITO, Delhi - CPCB",2025-10-10 18:00:00,28.628624,77.24106,PM2.5,22.0,207.0,103.0,185.0,0.34
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",2025-10-10 18:00:00,28.73282,77.170633,PM10,137.0,223.0,173.0,86.0,0.5733333333333334
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2025-10-10 18:00:00,28.58028,77.233829,PM2.5,50.0,143.0,98.0,93.0,0.3233333333333333
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2025-10-10 18:00:00,28.58028,77.233829,OZONE,2.0,7.0,4.0,5.0,0.01
India,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-10-10 18:00:00,28.7762,77.051074,OZONE,6.0,122.0,91.0,116.0,0.3
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",2025-10-10 18:00:00,28.5512005,77.2735737,CO,20.0,64.0,28.0,44.0,0.09
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",2025-10-10 18:00:00,28.5512005,77.2735737,OZONE,22.0,197.0,125.0,175.0,0.41333333333333333
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2025-10-10 18:00:00,28.656756,77.227234,PM10,34.0,258.0,176.0,224.0,0.5833333333333334
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2025-10-10 18:00:00,28.656756,77.227234,CO,39.0,54.0,41.0,15.0,0.13333333333333333
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2025-10-10 18:00:00,24.952822,84.002396,NH3,2.0,5.0,3.0,3.0,0.006666666666666667
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2025-10-10 18:00:00,26.2271665,84.3570427,PM10,75.0,181.0,110.0,106.0,0.36333333333333334
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2025-10-10 18:00:00,26.2271665,84.3570427,NO2,1.0,1.0,1.0,0.0,0.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2025-10-10 18:00:00,30.751462,76.762879,PM2.5,31.0,56.0,45.0,25.0,0.14666666666666667
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",2025-10-10 18:00:00,22.118125,83.140608,PM10,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",2025-10-10 18:00:00,22.118125,83.140608,NO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",2025-10-10 18:00:00,22.368195,82.746431,NH3,2.0,2.0,2.0,0.0,0.0033333333333333335
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",2025-10-10 18:00:00,22.368195,82.746431,SO2,4.0,16.0,8.0,12.0,0.023333333333333334
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2025-10-10 18:00:00,22.348441,82.549611,PM2.5,16.0,22.0,17.0,6.0,0.05333333333333334
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2025-10-10 18:00:00,30.719859,76.738637,PM2.5,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2025-10-10 18:00:00,21.194815,81.31477,PM2.5,15.0,55.0,28.0,40.0,0.09
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2025-10-10 18:00:00,21.194815,81.31477,SO2,6.0,16.0,9.0,10.0,0.02666666666666667
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2025-10-10 18:00:00,21.185571,81.343175,NO2,3.0,13.0,6.0,10.0,0.016666666666666666
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",2025-10-10 18:00:00,28.588333,77.221667,NO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",2025-10-10 18:00:00,28.588333,77.221667,SO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2025-10-10 18:00:00,28.60909,77.0325413,NO2,41.0,63.0,53.0,22.0,0.17333333333333334
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",2025-10-10 18:00:00,22.410802,73.097923,SO2,26.03893510815308,67.61697171381032,44.287520798668886,41.57803660565723,0.14429173599556294
India,Gujarat,Surat,"Science Center, Surat - SMC",2025-10-10 18:00:00,21.170046,72.795405,CO,34.0,38.0,35.0,4.0,0.11333333333333333
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",2025-10-10 18:00:00,20.362421,72.918013,PM2.5,110.0,324.0,236.0,214.0,0.7833333333333333
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",2025-10-10 18:00:00,20.362421,72.918013,NO2,13.0,14.0,14.0,1.0,0.043333333333333335
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",2025-10-10 18:00:00,20.362421,72.918013,NH3,10.0,10.0,10.0,0.0,0.03
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",2025-10-10 18:00:00,20.362421,72.918013,OZONE,2.0,2.0,2.0,0.0,0.0033333333333333335
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",2025-10-10 18:00:00,22.969611,72.6435,PM10,43.0,316.0,79.0,273.0,0.26
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",2025-10-10 18:00:00,22.969611,72.6435,NO2,12.0,37.0,26.0,25.0,0.08333333333333333
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2025-10-10 18:00:00,28.6701,76.9254,PM10,122.0,238.0,194.0,116.0,0.6433333333333333
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2025-10-10 18:00:00,28.6701,76.9254,NO2,11.0,17.0,14.0,6.0,0.043333333333333335
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2025-10-10 18:00:00,28.6701,76.9254,SO2,5.0,8.0,6.0,3.0,0.016666666666666666
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2025-10-10 18:00:00,28.6701,76.9254,OZONE,14.0,22.0,18.0,8.0,0.056666666666666664
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",2025-10-10 18:00:00,23.023389,72.515201,OZONE,1.0,49.0,24.0,48.0,0.07666666666666666
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2025-10-10 18:00:00,21.613267,73.010555,NO2,22.0,23.0,22.0,1.0,0.07
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2025-10-10 18:00:00,21.613267,73.010555,NH3,5.0,6.0,6.0,1.0,0.016666666666666666
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2025-10-10 18:00:00,21.613267,73.010555,SO2,53.0,55.0,54.0,2.0,0.17666666666666667
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2025-10-10 18:00:00,21.613267,73.010555,CO,34.0,94.0,49.0,60.0,0.16
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2025-10-10 18:00:00,23.163798,72.677768,PM10,147.0,200.0,168.0,53.0,0.5566666666666666
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",2025-10-10 18:00:00,23.243639,72.68994,NO2,4.0,20.0,10.0,16.0,0.03
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",2025-10-10 18:00:00,23.243639,72.68994,OZONE,2.0,28.0,22.0,26.0,0.07
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",2025-10-10 18:00:00,23.221714,72.654328,PM10,70.0,144.0,102.0,74.0,0.33666666666666667
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",2025-10-10 18:00:00,28.3419248,77.319699,NH3,3.0,3.0,3.0,0.0,0.006666666666666667
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",2025-10-10 18:00:00,28.593883,76.270653,NO2,9.0,22.0,15.0,13.0,0.04666666666666667
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",2025-10-10 18:00:00,28.593883,76.270653,NH3,5.0,8.0,6.0,3.0,0.016666666666666666
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",2025-10-10 18:00:00,28.39072,77.30059,PM10,110.0,119.0,114.0,9.0,0.37666666666666665
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",2025-10-10 18:00:00,28.39072,77.30059,NO2,24.0,26.0,25.0,2.0,0.08
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2025-10-10 18:00:00,28.376058,77.315741,PM2.5,60.0,78.0,74.0,18.0,0.24333333333333335
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2025-10-10 18:00:00,28.376058,77.315741,NH3,6.0,6.0,6.0,0.0,0.016666666666666666
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2025-10-10 18:00:00,28.376058,77.315741,SO2,8.0,9.0,8.0,1.0,0.023333333333333334
India,Delhi,Delhi,"Pusa, Delhi - IMD",2025-10-10 18:00:00,28.63611,77.173332,CO,1.0,40.0,6.0,39.0,0.016666666666666666
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",2025-10-10 18:00:00,28.563262,77.186937,PM2.5,61.0,169.0,134.0,108.0,0.44333333333333336
India,Delhi,Delhi,"Rohini, Delhi - DPCC",2025-10-10 18:00:00,28.732528,77.11992,SO2,3.0,9.0,5.0,6.0,0.013333333333333334
India,Delhi,Delhi,"Rohini, Delhi - DPCC",2025-10-10 18:00:00,28.732528,77.11992,CO,11.0,20.0,16.0,9.0,0.05
India,Delhi,Delhi,"Rohini, Delhi - DPCC",2025-10-10 18:00:00,28.732528,77.11992,OZONE,5.0,164.0,164.0,159.0,0.5433333333333333
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",2025-10-10 18:00:00,28.5504249,77.2159377,PM2.5,37.0,216.0,69.0,179.0,0.22666666666666666
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",2025-10-10 18:00:00,28.5504249,77.2159377,PM10,116.0,208.0,160.0,92.0,0.53
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",2025-10-10 18:00:00,28.422681,77.148944,PM2.5,64.0,141.0,94.0,77.0,0.31
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",2025-10-10 18:00:00,28.422681,77.148944,PM10,83.0,216.0,157.0,133.0,0.52
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2025-10-10 18:00:00,28.4227,77.0667,SO2,3.0,16.0,11.0,13.0,0.03333333333333333
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2025-10-10 18:00:00,28.4227,77.0667,OZONE,21.0,31.0,27.0,10.0,0.08666666666666667
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",2025-10-10 18:00:00,29.8006,76.4155,PM2.5,87.0,142.0,111.0,55.0,0.36666666666666664
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",2025-10-10 18:00:00,29.8006,76.4155,NO2,10.0,14.0,12.0,4.0,0.03666666666666667
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",2025-10-10 18:00:00,22.977134,72.553024,PM10,177.0,367.0,232.0,190.0,0.77
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",2025-10-10 18:00:00,22.977134,72.553024,NO2,19.0,46.0,33.0,27.0,0.10666666666666667
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",2025-10-10 18:00:00,23.002657,72.591912,NO2,29.0,93.0,48.0,64.0,0.15666666666666668
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",2025-10-10 18:00:00,23.002657,72.591912,SO2,19.0,29.0,25.0,10.0,0.08
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",2025-10-10 18:00:00,23.020509,72.579261,PM2.5,99.0,201.0,162.0,102.0,0.5366666666666666
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",2025-10-10 18:00:00,23.020509,72.579261,SO2,6.0,17.0,9.0,11.0,0.02666666666666667
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",2025-10-10 18:00:00,23.020509,72.579261,OZONE,1.0,56.0,48.0,55.0,0.15666666666666668
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",2025-10-10 18:00:00,28.530785,77.271255,PM10,113.0,234.0,169.0,121.0,0.56
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",2025-10-10 18:00:00,28.530785,77.271255,NO2,42.0,103.0,71.0,61.0,0.23333333333333334
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2025-10-10 18:00:00,28.623763,77.287209,PM10,117.0,238.0,173.0,121.0,0.5733333333333334
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2025-10-10 18:00:00,28.623763,77.287209,NO2,24.0,106.0,63.0,82.0,0.20666666666666667
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2025-10-10 18:00:00,28.623763,77.287209,OZONE,6.0,300.0,247.0,294.0,0.82
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",2025-10-10 18:00:00,28.674045,77.131023,NH3,2.0,2.0,2.0,0.0,0.0033333333333333335
